Latitude,Longitude,Elevation
46.97590000,-2.24147000,1.0
46.97585000,-2.24142000,1.0
46.97580000,-2.24137000,2.0
46.97575000,-2.24131000,2.0
46.97570000,-2.24127000,2.0
46.97565000,-2.24126000,2.0
46.97559000,-2.24126000,2.0
46.97553000,-2.24126000,3.0
46.97548000,-2.24126000,3.0
46.97543000,-2.24129000,3.0
46.97540000,-2.24133000,3.0
46.97536000,-2.24137000,3.0
46.97532000,-2.24139000,3.0
46.97529000,-2.24141000,3.0
46.97526000,-2.24142000,3.0
46.97523000,-2.24142000,3.0
46.97519000,-2.24141000,3.0
46.97515000,-2.24139000,3.0
46.97512000,-2.24135000,3.0
46.97511000,-2.24130000,3.0
46.97510000,-2.24123000,3.0
46.97509000,-2.24117000,3.0
46.97508000,-2.24110000,3.0
46.97507000,-2.24103000,3.0
46.97506000,-2.24095000,3.0
46.97504000,-2.24088000,3.0
46.97501000,-2.24081000,3.0
46.97496000,-2.24076000,3.0
46.97491000,-2.24070000,3.0
46.97487000,-2.24066000,3.0
46.97482000,-2.24061000,3.0
46.97476000,-2.24057000,3.0
46.97471000,-2.24054000,3.0
46.97465000,-2.24050000,3.0
46.97460000,-2.24047000,3.0
46.97454000,-2.24042000,3.0
46.97448000,-2.24038000,3.0
46.97442000,-2.24034000,4.0
46.97436000,-2.24030000,4.0
46.97429000,-2.24027000,4.0
46.97424000,-2.24023000,4.0
46.97418000,-2.24019000,4.0
46.97411000,-2.24015000,4.0
46.97405000,-2.24011000,4.0
46.97399000,-2.24007000,4.0
46.97393000,-2.24003000,4.0
46.97386000,-2.23999000,4.0
46.97380000,-2.23995000,4.0
46.97373000,-2.23991000,4.0
46.97367000,-2.23987000,4.0
46.97361000,-2.23983000,4.0
46.97354000,-2.23979000,3.0
46.97348000,-2.23975000,3.0
46.97341000,-2.23971000,3.0
46.97335000,-2.23966000,3.0
46.97329000,-2.23962000,3.0
46.97322000,-2.23958000,3.0
46.97316000,-2.23954000,3.0
